ESTATUS,MES,EQUIPO,ZONA,PROMOTOR,"ID CLIENTE",CLIENTE,"N° BACKLOG",BIEN,"LINEA DISPONIBLE","MONTO ORIGINAL","RI ORIGINAL",DIFERENCIA,BACKLOG,"RENTA INICIAL","BACKLOG ACTUAL","COLOCACIÓN REAL","RI REAL","MONTO CANCELADO","RI CANCELADA","TIPO DE OPERACIÓN","ETAPA INICIO MES",ETAPA,SOLICITUD,PROSPECTO,CREDITO,RECHAZADA,"SIN SOLICITUD","CON SOLICITUD","RI PROSPECTO","RI CREDITO","RI RECHAZADA","RI SIN SOLICITUD","RI CON SOLICITUD",TASA,COMISION,"DIF RESIDUALES","COLOCACION PIPELINE"
Comprometida,ENE-18,2,METROPOLITANA,"Alan Duran Monroy",74844,"OFIEQUIPOS PC, S.A. DE C.V.",13626,"EQUIPO DE COMPUTO ",8350000.000000,10501291.580000,2532942.060000,0,10501291.580000,2532942.060000,10501291.580000,10501291.580000,2532942.060000,0.000000,0.000000,Adicional,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,10501291.580000,0.000000,0.000000,0.000000,0.000000,2532942.060000,0.00,0.00,0.00,10501291.58,,
Comprometida,ENE-18,2,METROPOLITANA,"Edgar Tadeo Godinez Ávila",69608,"ALPE CONSTRUCCIONES, S.A. DE C.V.",14057,"MAQUINARIA ",24064983.040000,31299750.400000,7824937.600000,8700249.6,40000000.000000,10000000.000000,41858671.150000,41858671.150000,10163636.000000,0.000000,0.000000,Original,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,41858671.150000,0.000000,0.000000,0.000000,0.000000,10163636.000000,22.00,3.00,5.00,41858671.15,,,
Comprometida,ENE-18,2,METROPOLITANA,"Gerardo Campos Chavez",66463,"GRUPO ALMOS, S.A. DE C.V.",13319,"MAQUINARIA ",5068253.660000,250000000.000000,50000000.000000,-249999999,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,Adicional,Prospecto,Autorizada,SI,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,,,
Comprometida,ENE-18,2,METROPOLITANA,"Gerardo Campos Chavez",66463,"GRUPO ALMOS, S.A. DE C.V.",13714,"EQUIPO DE TRANSPORTE ",5068253.660000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Adicional,Autorizada,Autorizada,NO,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,,
Comprometida,ENE-18,2,METROPOLITANA,"José Alfredo García Cruz",75347,"CONSTRUCCIONES INDUSTRIALES CEPAM, S.A. DE C.V.",13898,"MAQUINARIA ",6549564.880000,13000000.000000,2600000.000000,-1147202.37,11852797.630000,3438973.190000,11852797.630000,11852797.630000,3438973.190000,0.000000,0.000000,Adicional,Prospecto,Prospecto,SI,0.000000,0.000000,0.000000,0.000000,11852797.630000,0.000000,0.000000,0.000000,0.000000,3438973.190000,0.00,0.00,0.00,11852797.63,,,
Comprometida,ENE-18,2,METROPOLITANA,"José Alfredo García Cruz",73854,"FORESTAL GALVAN, S.A. DE C.V.",13273,"MAQUINARIA ",3500000.000000,5000000.000000,1000000.000000,-1391414.5,3608585.500000,719502.800000,3644028.840000,3644028.840000,719502.800000,0.000000,0.000000,Original,Prospecto,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,3644028.840000,0.000000,0.000000,0.000000,0.000000,719502.800000,22.00,3.00,10.00,3644028.84,,,
Comprometida,ENE-18,2,METROPOLITANA,"José Alfredo García Cruz",13565,"AMERICAN TRUST REGISTER, S.C.",13899,"AUTOS ",853843.340000,600000.000000,60000.000000,-84758.56,515241.440000,46999.000000,515241.440000,515241.440000,46999.000000,0.000000,0.000000,Original,Prospecto,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,515241.440000,0.000000,0.000000,0.000000,0.000000,46999.000000,22.00,3.00,10.00,515241.44,,,
Comprometida,ENE-18,2,METROPOLITANA,"José Alfredo García Cruz",67083,"TOLKA ESTUDIO, S.C.",13988,"EQUIPO DE COMPUTO ",176211.820000,185000.000000,37000.000000,20360.19,205360.190000,39788.870000,205360.190000,205360.190000,39788.870000,0.000000,0.000000,Original,Prospecto,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,205360.190000,0.000000,0.000000,0.000000,0.000000,39788.870000,25.00,3.00,10.00,205360.19,,,
Comprometida,ENE-18,2,METROPOLITANA,"José Alfredo García Cruz",50731,"ADRO SERVICIOS AEREOS, S.A. DE C.V.",14470,"AUTOS ",200000.000000,92417.000000,0.000000,0,92417.000000,0.000000,92417.000000,0.000000,0.000000,0.000000,0.000000,Adicional,Prospecto,Autorizada,NO,0.000000,0.000000,0.000000,92417.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,,,
Comprometida,ENE-18,2,METROPOLITANA,"Jorge Aaron Torres Courtade",60853,"COMFORT SOLUTIONS, S.A. DE C.V.",13631,"EQUIPO ",1500000.000000,1500000.000000,300000.000000,0,1500000.000000,300000.000000,2149897.240000,2149897.240000,429979.450000,0.000000,0.000000,Original,Prospecto,Prospecto,SI,0.000000,0.000000,0.000000,0.000000,2149897.240000,0.000000,0.000000,0.000000,0.000000,429979.450000,20.00,2.00,10.00,2149897.24,,,
Comprometida,ENE-18,2,METROPOLITANA,"Jorge Aaron Torres Courtade",20874,"LOGISTICA MULTINIVEL, S.A. DE C.V.",13732,"AUTOS ",2641392.000000,1500000.000000,150000.000000,-63020.8,1436979.200000,123725.000000,1436979.200000,1436979.200000,123725.000000,0.000000,0.000000,Original,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,1436979.200000,0.000000,0.000000,0.000000,0.000000,123725.000000,20.00,2.00,10.00,1436979.20,,,
Comprometida,ENE-18,2,METROPOLITANA,"Jorge Aaron Torres Courtade",5151,"PUERTO MADERO, S.A. DE C.V.",13825,"EQUIPO ",1188008.740000,1036009.920000,103600.990000,0,1036009.920000,103600.990000,1753266.440000,1753266.440000,175326.650000,0.000000,0.000000,Original,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,1753266.440000,0.000000,0.000000,0.000000,0.000000,175326.650000,0.00,0.00,0.00,1753266.44,,,
Comprometida,ENE-18,2,METROPOLITANA,"Oscar Fabian Castro Gonzalez",73948,"VITER MEDICAL, S.A. DE C.V.",14366,"EQUIPO ",1577.590000,2849066.050000,427359.910000,0,2849066.050000,427359.910000,2940183.540000,2940183.540000,427359.900000,0.000000,0.000000,Adicional,Autorizada,Autorizada,SI,0.000000,0.000000,0.000000,0.000000,2940183.540000,0.000000,0.000000,0.000000,0.000000,427359.900000,0.00,0.00,0.00,2940183.54,,,
,,,,,,,,,544993435,432381678,68681540,0,180862361,19836892,188930824,187551055,21145448,0,0,,,,,,,,
